"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Assam","Cachar","Lakhipur BPHC","2019-2020","January","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","January","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","0","1","1","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","January","14.12.2","Special Newborn Care Unit (SNCU Admissions) - Inborn Female","M14 [Patient Services]","NA","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","January","16.7.3","Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB)","M16 [Details of deaths reported with probable causes:]","4","0","4","NA"
"Assam","Cachar","Silchar Urban","2019-2020","January","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","1522","382","1522","382"
"Assam","Cachar","Silchar Urban","2019-2020","January","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","January","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","41","NA","NA","41"
"Assam","Cachar","Silchar Urban","2019-2020","January","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","23","0","23","0"
"Assam","Cachar","Silchar Urban","2019-2020","January","16.7.6","Number of Adolscent / Adult deaths due to Heart disease/Hypertension related","M16 [Details of deaths reported with probable causes:]","8","0","8","0"
"Assam","Cachar","Sonai BPHC","2019-2020","January","9.1.1","Child immunisation - Vitamin K1 (Birth Dose)","M9 [CHILD IMMUNISATION]","335","280","615","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","January","9.4.6","Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine","M9 [CHILD IMMUNISATION]","513","0","513","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","January","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","January","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","0","5","5","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","January","15.3.2.a","Female Non ANC HIV - Number Tested","M15 [Laboratory Testing]","9","0","9","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","January","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","January","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","254","27","281","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","January","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","January","8.17.6","Deaths following female sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","January","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","176","0","176","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","9.5.2","Children more than 5 years received DPT5 (2nd Booster)","M9 [CHILD IMMUNISATION]","280","0","280","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","61","0","61","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","15.2.2","Out of the total number of Hb tests done, Number having Hb < 7 mg","M15 [Laboratory Testing]","2","0","2","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","January","11.1.1.c","Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","January","8.2.3","Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted","M8 [Family Planning]","129","0","129","0"
"Assam","Cachar","Silchar Urban","2019-2020","January","14.4.2","Inpatient - Dengue","M14 [Patient Services]","3","0","3","0"
"Assam","Cachar","Silchar Urban","2019-2020","January","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","January","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","23","0","23","0"
"Assam","Cachar","Silchar Urban","2019-2020","January","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","5","0","5","0"
"Assam","Cachar","Silchar Urban","2019-2020","January","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Assam","Cachar","Sonai BPHC","2019-2020","January","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","January","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","519","0","519","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","January","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","January","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","January","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","January","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","489","39","528","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","January","13.1","Number of on-going DOTS patients registered","M13 [Directly Observed Treatment, Short-course (DOTS)]","8","0","8","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","January","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","8771","9447","18218","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","January","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","200","0","200","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","1.4.3","Number of PW having Hb level<7 (tested cases)","M1 [Ante Natal Care (ANC)]","2","0","2","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","281","0","281","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","January","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","January","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","298","NA","298","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","January","6.1","Women receiving 1st post partum checkup within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","8","1","9","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","January","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","41","NA","41","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","January","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","January","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","January","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","January","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","January","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","January","15.4.2","Widal tests - Number Positive","M15 [Laboratory Testing]","0","NA","0","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","January","1.2.3","Number of PW given TT Booster","M1 [Ante Natal Care (ANC)]","53","1","54","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","January","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
