,Title,Alternative Title,Creator,Contributor,Subject,Description,Date Issued,Date Modified,Date Created,Type,Format,Identifier,Source,Spatial Coverage,Accrual Periodicity,Coverage,Relation,Jurisdiction,High Value Dataset Category,Extent,Unmapped_is_visualized,Unmapped_ogdp_view_count,Unmapped_ogdp_download_count,Unmapped_api_request_count,Unmapped_field_show_export,Unmapped_is_rated,Unmapped_external_api_reference,Unmapped_field_resource_type,Unmapped_is_api_available
10,"All India and State/UT-wise Factsheets of National Family Health Survey (NFHS) - 5, 2019-2021",National Family Health Survey (NFHS) - 5,International Institute for Population Sciences (IIPS),Ministry of Health and Family Welfare;Department of Health and Family Welfare;International Institute for Population Sciences (IIPS),Health and Family welfare;Family Welfare;Health and Family welfare;Health and Family welfare;Health and Family welfare;Health and Family welfare;Health and Family welfare;Health and Family welfare," For all indicators except infant and child mortality rates, figures in ( ) are based on 25-49 unweighted cases and  * denotes percentage not shown based on fewer than 25 unweighted cases. 
For infant and child mortality indicators, figures in ( ) are based on 250-499 unweighted person years of exposure to the risk of death and * denotes figures not given based on fewer than 250 unweighted person years of exposure to the risk of death.

For more details please, visit  to URL http://rchiips.org/nfhs/NFHS-5_FCTS/COMPENDIUM/NFHS-5%20State%20Factsheet%20Compendium_Phase-I.pdf  and http://rchiips.org/nfhs/NFHS-5_FCTS/Final%20Compendium%20of%20fact%20sheets_India%20and%2014%20States_UTs%20(Phase-II).pdf",15/2/2022,2/6/2025,12/2/2022,Dataset,application/vnd.ms-excel,/resource/all-india-and-stateut-wise-factsheets-national-family-health-survey-nfhs-5-2019-2021,,data.gov.in,Others,Others,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/NFHS_5_Factsheets_Data.xls;0.0,Central,0,179712.0,0.0,2881,7634,35.0,True,1,,1,0
11,FDI Equity Inflows from the year 2000 till last quarter,Foreign Direct Investment (FDI) Equity Inflows,Department for Promotion of industry and Internal Trade,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade,Commerce;Commerce,"Data are being updated quarterly basic, it contains data till last quarter of the current year.",14/6/2017,18/6/2025,14/6/2017,Dataset,text/csv,/resource/fdi-equity-inflows-year-2000-till-last-quarter,http://data.gov.in/sites/default/files/dataurl13062017/dipp.csv,data.gov.in,Quarterly,Quarterly,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl13062017/dipp.csv,Central,0,5498.0,1.0,2827,5633,,True,1,3630701.0,4,1
12,"India Districts Factsheets of National Family Health Survey (NFHS) - 5, 2019-2021",National Family Health Survey-5 (NFHS-5) - India Districts Factsheet Data,International Institute for Population Sciences (IIPS),Ministry of Health and Family Welfare;Department of Health and Family Welfare;International Institute for Population Sciences (IIPS),All;Health and Family welfare;All;Family Welfare,"Figures in ( ) are based on 25-49 unweighted cases and * denotes percentage not shown based on fewer than 25 unweighted cases. For more details please, visit to URL 
http://rchiips.org/nfhs/districtfactsheet_NFHS-5.shtml",4/3/2022,3/6/2025,2/3/2022,Dataset,application/vnd.ms-excel,/resource/india-districts-factsheets-national-family-health-survey-nfhs-5-2019-2021,,data.gov.in,Others,Others,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/NFHS_5_India_Districts_Factsheet_Data.xls;0.0,Central,0,757248.0,0.0,5054,5529,25.0,True,0,,1,1
13,Month-wise All India Crowdsourced Mobile Data Speed Measurement,MySpeed (Crowdsourced Mobile Data Speeds),Telecom Regulatory Authority of India (TRAI),Ministry of Communications;Department of Telecommunications (DOT);Telecom Regulatory Authority of India (TRAI),Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom,"if You are not able to find speeds mentioned for a TSP/ State, this is due to insufficient samples in your selection ""na"" = ""not available"" owing to device unable to capture signal level LSA : Licensed_Service_Area, Signal_Strength : signal strength refers to the Transmitter power output as received by a reference antenna, TEST_TYPE : Upload /Download represent whether speed is for Download test or Upload Test, Technology : Network generation technology of wireless technology, TSP: Telecom Service Provider which provide service to users in a specific LSA
",23/4/2018,25/1/2025,20/4/2018,Dataset,text/csv,/resource/month-wise-all-india-crowdsourced-mobile-data-speed-measurement,https://api.data.gov.in/resource/ade6e644-91b8-4d27-97ba-e8c42c48f278?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,data.gov.in,Monthly,Monthly,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl23042018/march18_myspeed.csv;0.0,Central,1,7345405.0,1.0,7000,4911,1.0,True,1,6622353.0,5,1
14,Sub Divisional Monthly Rainfall from 1901 to 2017,Rainfall in India,"India Meteorological Department (IMD), Pune","Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",Science and Technology;Atmospheric Science;Earth Sciences;Earth Sciences;Earth Sciences,"All values are in MMS; NA: Not Available.
",18/12/2018,12/12/2021,4/12/2018,Dataset,text/csv,/resource/sub-divisional-monthly-rainfall-1901-2017,,data.gov.in,Annual,Annual,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Sub_Division_IMD_2017.csv;0.0,Central,0,445369.0,1.0,13151,4900,1.0,True,1,,1,1
15,Voice Call Quality Customer Experience till last month,Voice Call Quality Customer Experience ,Telecom Regulatory Authority of India (TRAI),Ministry of Communications;Department of Telecommunications (DOT);Telecom Regulatory Authority of India (TRAI),Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom,,1/12/2017,25/3/2025,30/11/2017,Dataset,text/csv,/resource/voice-call-quality-customer-experience-till-last-month,https://api.data.gov.in/resource/98e76922-ab13-474e-9bce-78942583cd0e?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,data.gov.in,Monthly,Others,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/my_calls_1.csv;0.0,Central,1,1233.0,0.0,4835,4422,3.0,True,1,4206541.0,5,1
16,Wholesale Price Index (Base Year 2011-12) till last financial year,Wholesale Price Index,Office of the Economic Adviser,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade;Office of the Economic Adviser,Economy;Prices;Finance;Economy,NA: Not Applicable/Available,20/11/2017,27/6/2025,14/9/2017,,text/csv,/resource/wholesale-price-index-base-year-2011-12-till-last-financial-year,http://data.gov.in/sites/default/files/dataurl30082017/wpi_yearly_data.csv,data.gov.in,Annual,Annual,1.0,Central,0,120266.0,0.0,2266,4247,14.0,True,1,,1,0
17,Indian Railways Time Table for trains available for reservation as on 01.11.2017,Indian Railways Train Time Table,Ministry of Railways,Ministry of Railways,Transport;Railways;Transport;Railways,,24/1/2018,2/6/2025,24/4/2018,Dataset,text/csv,/resource/indian-railways-time-table-trains-available-reservation-01112017,https://data.gov.in/sites/default/files/dataurl10012018/Train_details_22122017.csv,data.gov.in,Others,Others,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl10012018/Train_details_22122017.csv;0.0,Central,0,16704995.0,1.0,5092,4131,,True,1,,1,1
18,Daily data of Soil Moisture,Soil Moisture,National Water Informatics Centre,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",Water Resources,,24/8/2022,15/6/2025,17/5/2022,Dataset,text/csv,/resource/daily-data-soil-moisture,https://api.data.gov.in/resource/4554a3c8-74e3-4f93-8727-8fd92161e345?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,data.gov.in,Monthly,Monthly,https://data.gov.in/files/ogdpv2dms/s3fs-public/soil_moisture-jan22_0.csv;1.0,Central,1,1431363.0,,4865,3903,1.0,True,1,7210812.0,5,1
19,Seasonal and Annual Mean Temperature Series for the period 1901-2021,All India Seasonal and Annual Temperature Series,"India Meteorological Department (IMD), Pune","Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",Science and Technology;Earth Sciences;Earth Sciences,,16/1/2023,2/6/2025,1/8/2022,Dataset,text/csv,/resource/seasonal-and-annual-mean-temperature-series-period-1901-2021,,data.gov.in,Annual,Annual,https://data.gov.in/files/ogdpv2dms/s3fs-public/TEMP_ANNUAL_SEASONAL_MEAN.csv;0.0,Central,1,4359.0,,1581,3667,8.0,True,0,,1,0
20,"District-wise, season-wise crop production statistics from 1997","District-wise, season-wise crop production statistics",Directorate of Economics and Statistics (DES),Ministry of Agriculture and Farmers Welfare;Department of Agriculture and Farmers Welfare;Directorate of Economics and Statistics (DES),Agriculture;Agricultural Produces;Agriculture;Agricultural Produces,,20/5/2013,16/10/2024,20/5/2013,Dataset,text/csv,/resource/district-wise-season-wise-crop-production-statistics-1997,https://aps.dac.gov.in/APY/apy.csv,data.gov.in,Annual,Annual,,Central,0,15316741.0,1.0,33857,3667,251.0,False,1,,2,1
21,"Global Youth Tobacco Survey (GYTS-4), India and States, 2019",Global Youth Tobacco Survey (GYTS-4),International Institute for Population Sciences (IIPS),Ministry of Health and Family Welfare;Department of Health and Family Welfare;International Institute for Population Sciences (IIPS),Health;Health and Family welfare;Health and Family welfare;Family Welfare,"Notes: 1. Use of any form of tobacco, i.e. smoking, smokeless, and any other form of tobacco products; 2. Ever tried or experimented any form of tobacco even once; 3. Use of any form of tobacco in past 30 days; 4. Includes other form of smoking products in addition to cigarette and bidi such as hookah, cigars, cheroots, cigarillos, water pipe, chillum, chutta, dhumti, 5. Use of paan masala together with tobacco was asked directly as one of the categories of smokeless tobacco; 6.  Susceptibility to future cigarette use includes those who answered Yes, or maybe to using tobacco products if one of their best friends offered it to them; 7. E-cigarette is part of Electronic Nicotine Delivery System (ENDS) and includes like devices and other emerging products; 8. Stopped using tobacco in past 12 months; 9. Refers to current tobacco users only;  10. Secondhand smoking or passive smoking refers to exposure to other peoples smoking in past 7 days; 11. Refers to schools, hostels, shops, restaurants, movie theatres, public conveyances, gyms, sports arenas, airports, auditorium, hospital building, railway waiting room, public toilets, public offices, educational institutions, libraries, etc.; 12. Refers to playgrounds, sidewalks, entrances to buildings, parks, beaches, bus stops, market places, etc.; #. the value 0.0 represent prevalence of less than 0.05. 13. Refers to source of obtaining tobacco products by current users at the time of  last use in past 30 days and the two major sources are given here, therefore, these two figures may not add upto 100% as there are other sources; 14. Includes any form of mass media, fairs, concerts, sporting, community events or social gatherings, tobacco products packages and taught in class; 15. Mass media includes television, radio, internet, billboards, posters, newspapers, magazines, movies, etc.; 16. Social events include sports events, fairs, concerts, community events, social gatherings etc.; 17. Includes any form of media or point of sale; 18. Point of Sale includes any stores, grocery shops, paan shops etc.; 19.Unit of analysis is the school (unweighted); 20. Cigarettes and Other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production, Supply and Distribution) Act, 2003.",1/9/2022,1/9/2022,2/8/2022,Dataset,application/vnd.ms-excel,/resource/global-youth-tobacco-survey-gyts-4-india-and-states-2019,https://www.iipsindia.ac.in/sites/default/files/other_files/GYTS4_India_Fact_Sheet.pdf,data.gov.in,Others,Others,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/GYTS4.xls;0.0,Central,1,93184.0,,1162,3002,10.0,True,0,,1,0
22,Local Government Directory (LGD) - Villages with PIN Codes,Local Government Directory (LGD),Ministry of Panchayati Raj,Ministry of Panchayati Raj,Panchayati Raj,This Dataset contains LGD codes for Villages with PIN Codes. This dataset will be updated on 1st day of every month.,22/9/2022,1/6/2025,22/9/2022,Dataset,text/csv,/resource/local-government-directory-lgd-villages-pin-codes,https://api.data.gov.in/resource/f17a1608-5f10-4610-bb50-a63c80d83974?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,data.gov.in,Monthly,Monthly,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl22092022/rural.csv;1.0,Central,1,16537702.0,,3152,2870,7.0,True,1,7246503.0,5,1
23,Local Government Directory (LGD) - Local Bodies with PIN Codes,Local Government Directory (LGD),Ministry of Panchayati Raj,Ministry of Panchayati Raj,Panchayati Raj,This Dataset contains LGD codes for Local Bodies with PIN Codes. This dataset will be updated on 1st day of every month. ,22/9/2022,1/6/2025,22/9/2022,Dataset,text/csv,/resource/local-government-directory-lgd-local-bodies-pin-codes,https://api.data.gov.in/resource/71818d1a-c114-46cb-aa9b-56ed70d4bc4a?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,data.gov.in,Monthly,Monthly,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/urban_0.csv;1.0,Central,1,137527.0,1.0,2184,2629,,True,1,7246652.0,4,1
24,"Industry, State and Year wise Startups Recognized by DPIIT till last week",Startup Recognized by DPIIT ,Department for Promotion of industry and Internal Trade,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade,All,DPIIT - Department for Promotion of Industry and Internal Trade.,1/9/2022,17/2/2025,30/8/2022,Dataset,text/csv,/resource/industry-state-and-year-wise-startups-recognized-dpiit-till-last-week,https://www.startupindia.gov.in/srf/data-gov-in/gov-data-final.csv,data.gov.in,Weekly,Annual,1.0,Central,1,,,2083,2617,18.0,True,0,7221413.0,2,0
25,Crime Head-wise Police Disposal of IPC Crime Cases (Crime Head-wise) during 2019,Crime in India - 2019,National Crime Records Bureau (NCRB),Ministry of Home Affairs;Department of States;National Crime Records Bureau (NCRB),Home Affairs and Enforcement;Police;Police,"As per data provided by States/UTs; Due to non-receipt of data from West Bengal in time for 2019, Data furnished for 2018 has been used.",9/3/2021,9/3/2021,5/3/2021,Dataset,text/csv,/resource/crime-head-wise-police-disposal-ipc-crime-cases-crime-head-wise-during-2019,https://data.gov.in/sites/default/files/dataurl05032021/NCRB_CII-2019_Table_17A.1.csv,data.gov.in,Annual,Annual,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl05032021/NCRB_CII-2019_Table_17A.1.csv;0.0,Central,0,18087.0,1.0,1333,2612,,True,1,,1,1
26,District Wise Total MSME Registered Enterprises under UDYAM Registration till last date, UDYAM Registration (MSME Registration),"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",Industries;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale,,1/11/2021,27/6/2025,26/10/2021,Dataset,text/csv,/resource/district-wise-total-msme-registered-enterprises-under-udyam-registration-till-last-date,https://api.data.gov.in/resource/f8cd85a1-f9b8-4ff1-b195-9f75c10eb338?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv ,data.gov.in,Daily,Daily,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_total_Registered_msme.csv?VersionId=105172500341441;1.0,Central,1,38424.0,1.0,1567,2447,19.0,True,1,7159067.0,4,1
27,Shapefile of Rivers,Boundaries of Water Resources Projects,National Water Informatics Centre,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",Ground Water;Surface Water;Ground Water;Surface Water,"This zip contains the various formats i.e .shp, .shx,.dbf,.prj,.sbn, .cpg,.dbf. This zip contains the information of all all the major and minor rivers  of entire country. It is a line .",28/9/2022,28/9/2022,16/9/2022,Dataset,application/zip,/resource/shapefile-rivers,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Rivers.zip,data.gov.in,One-time,One-time,0.0,Central,1,,,2637,2410,,True,0,,2,0
28,Rainfall in all India and its departure from normal during Monsoon session (June-Sept) from 1901 to 2019,Rainfall in India,"India Meteorological Department (IMD), Pune","Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",Science and Technology;Atmospheric Science;Earth Sciences;Earth Sciences;Earth Sciences;Earth Sciences;Earth Sciences,Actual Rainfall in MM.,20/5/2021,20/5/2021,2/11/2020,Dataset,text/csv,/resource/rainfall-all-india-and-its-departure-normal-during-monsoon-session-june-sept-1901-2019,,data.gov.in,Annual,Annual,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/All-India-Rainfall-Act_Dep_1901_to_2019_0.csv;0.0,Central,0,4192.0,1.0,2631,2044,,True,0,,1,1
29,Enrolment by Age and Class (UDISE plus) during 2012-13,Enrolment by Age and Class (UDISE plus),Department of School Education and Literacy,Ministry of Education;Department of School Education and Literacy,Education,,14/9/2023,14/9/2023,13/1/2022,Dataset,text/csv,/resource/enrolment-age-and-class-udise-plus-during-2012-13,,data.gov.in,Annual,Annual,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/enrolment_age_2012_13.csv?VersionId=105166644224513;0.0,Central,0,1372069.0,0.0,1216,2005,0.0,True,0,,1,0
30,District wise Services MSME Registered Enterprises under UDYAM Registration till last date , UDYAM Registration (MSME Registration),"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",Industries;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale,,1/11/2021,27/6/2025,26/10/2021,Dataset,text/csv,/resource/district-wise-services-msme-registered-enterprises-under-udyam-registration-till-last-date,https://api.data.gov.in/resource/c3dfe7e6-0cfd-4ddb-8f79-9cb3695d9866?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,data.gov.in,Daily,Daily,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_service_msme.csv?VersionId=105172390466305;1.0,Central,1,37790.0,1.0,1349,1960,11.0,True,1,7159069.0,4,1
31,Seasonal and Annual Min/Max Temp Series - India from 1901 to 2017,All India Seasonal and Annual Min/Max Temperature Series,"India Meteorological Department (IMD), Pune","Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",Science and Technology;Atmospheric Science;Earth Sciences;Earth Sciences;Earth Sciences;Earth Sciences;Earth Sciences,"Data values are in degree Celsius.
",18/12/2018,12/12/2021,4/12/2018,Dataset,text/csv,/resource/seasonal-and-annual-minmax-temp-series-india-1901-2017,,data.gov.in,Annual,Annual,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Min_Max_Seasonal_IMD_2017.csv;0.0,Central,0,7866.0,1.0,4954,1851,,True,1,,1,1
