Title,Relation [datafile_url],Relation [datafile],Format/Media Size,Extent
Indian Railways Time Table for trains available for reservation as on 01.11.2017,https://data.gov.in/sites/default/files/dataurl10012018/Train_details_22122017.csv,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl10012018/Train_details_22122017.csv,text/csv,16704995
Daily data of Soil Moisture,https://api.data.gov.in/resource/4554a3c8-74e3-4f93-8727-8fd92161e345?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogdpv2dms/s3fs-public/soil_moisture-jan22_0.csv,text/csv,1431363
Seasonal and Annual Mean Temperature Series for the period 1901-2021,,https://data.gov.in/files/ogdpv2dms/s3fs-public/TEMP_ANNUAL_SEASONAL_MEAN.csv,text/csv,4359
"District-wise, season-wise crop production statistics from 1997",https://aps.dac.gov.in/APY/apy.csv,,text/csv,15316741
"Global Youth Tobacco Survey (GYTS-4), India and States, 2019",https://www.iipsindia.ac.in/sites/default/files/other_files/GYTS4_India_Fact_Sheet.pdf,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/GYTS4.xls,application/vnd.ms-excel,93184
Local Government Directory (LGD) - Villages with PIN Codes,https://api.data.gov.in/resource/f17a1608-5f10-4610-bb50-a63c80d83974?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl22092022/rural.csv,text/csv,16537702
Local Government Directory (LGD) - Local Bodies with PIN Codes,https://api.data.gov.in/resource/71818d1a-c114-46cb-aa9b-56ed70d4bc4a?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/urban_0.csv,text/csv,137527
"Industry, State and Year wise Startups Recognized by DPIIT till last week",https://www.startupindia.gov.in/srf/data-gov-in/gov-data-final.csv,,text/csv,
Crime Head-wise Police Disposal of IPC Crime Cases (Crime Head-wise) during 2019,https://data.gov.in/sites/default/files/dataurl05032021/NCRB_CII-2019_Table_17A.1.csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl05032021/NCRB_CII-2019_Table_17A.1.csv,text/csv,18087
District Wise Total MSME Registered Enterprises under UDYAM Registration till last date,https://api.data.gov.in/resource/f8cd85a1-f9b8-4ff1-b195-9f75c10eb338?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv ,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_total_Registered_msme.csv?VersionId=105172500341441,text/csv,38424
Shapefile of Rivers,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Rivers.zip,,application/zip,
Rainfall in all India and its departure from normal during Monsoon session (June-Sept) from 1901 to 2019,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/All-India-Rainfall-Act_Dep_1901_to_2019_0.csv,text/csv,4192
Enrolment by Age and Class (UDISE plus) during 2012-13,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/enrolment_age_2012_13.csv?VersionId=105166644224513,text/csv,1372069
District wise Services MSME Registered Enterprises under UDYAM Registration till last date ,https://api.data.gov.in/resource/c3dfe7e6-0cfd-4ddb-8f79-9cb3695d9866?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_service_msme.csv?VersionId=105172390466305,text/csv,37790
Seasonal and Annual Min/Max Temp Series - India from 1901 to 2017,,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Min_Max_Seasonal_IMD_2017.csv,text/csv,7866
Daily data of Evapotranspiration of NRSC,https://api.data.gov.in/resource/98c433b1-9c86-40c7-baf4-d4eca5385698?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Daily_data_of_Evapotranspiration_of_NRSC_Agency_during_August_2022.csv,text/csv,1846333
"District wise, Disability wise, Age group wise , Gender wise Unique Disability ID (UDID) data as on 11.06.2024",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/UDIDDATA_0.csv,application/vnd.ms-excel,3085379
All India Consumer Price Index (Rural/Urban) upto May 2023,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/All_India_Index_Upto_April23.csv,application/vnd.ms-excel,66022
"All India area weighted monthly, seasonal and annual rainfall (in mm) from 1901-2015",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/rainfall_area-wt_India_1901-2015.csv,text/csv,14160
Crime Head-wise Police Disposal of IPC Crime Cases during 2021,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/NCRB-2021_Table_17A.1.csv,text/csv,18547
"Foreign Tourist Arrivals (FTAs), Arrivals of Non-Resident Indians (NRIs) and International Tourist Arrival (ITAs) from 1981 to 2017",,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Tourism_In_India_Statistics_2018-Table_2.1.1_1.csv,text/csv,875
Enrolment by Age and Class (UDISE plus) during 2019-20,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/enrolment_age_2019_20.csv?VersionId=105166644598849,text/csv,1543548
Year-wise retail inflation rate based on Consumer Price Index-Combined (CPI-C) from 2017-18 to 2022-23,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_259_AU_3106.csv,text/csv,137
GSVA by Economic Activity at Current Prices for Tamil Nadu from 2011-12 to 2016-17 (as on 31.03.2017),http://data.gov.in/sites/default/files/dataurl18072017/NAD-Tamil_Nadu-GSVA_cur_2016-17.csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl18072017/NAD-Tamil_Nadu-GSVA_cur_2016-17.csv,text/csv,2564
District-wise Demographic Data of Unorganised Workers registered on eShram as on Previous Day,,https://data.gov.in/files/ogdpv2dms/s3fs-public/eshram_sample_0.csv,text/csv,51573
Monthly Crude Oil Processed by Refineries,https://api.data.gov.in/resource/8d3b6596-b09e-4077-aebf-425193185a5b?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogdpv2dms/s3fs-public/CrudeOilProcessing.csv,text/csv,41184
Statistics of Road Accidents in India From 2013 to 2016,,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/stat-road-ac-2013-2016.csv,text/csv,4783
CBSE Result Statistics Class XII - 2023,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/class12-2023.csv,text/csv,1625
"District-wise availability of health centres in India as on 31st March, 2017",,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/District-wise_Health_Care_Infrastructure-2017_1.csv,text/csv,27285
"Area weighted monthly, seasonal and annual rainfall ( in mm) for 36 meteorological subdivisions from 1901-2015",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/rainfall_area-wt_sd_1901-2015.csv,text/csv,528115
Monthly mean maximum & minimum temperature and total rainfall based upon 1901-2000 data,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/climate_change_upto_2000_1.csv,text/csv,62833
Monthly Consumption of Petroleum Products,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/productconsumption.csv,text/csv,23660
"State-wise Population, Decadal Population Growth Rate and Population Density - 2011",http://data.gov.in/sites/default/files/dataurl12072016/RHS_2015_ch-1_table_2a.csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl12072016/RHS_2015_ch-1_table_2a.csv,text/csv,1322
District Wise Total  MSME Registered Manufacturing Enterprises till last date,,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/uam_msme_total_manufacturing_unit.csv,text/csv,55955
District-wise MGNREGA Data at a Glance ,https://api.data.gov.in/resource/ee03643a-ee4c-48c2-ac30-9f2ff26ab722?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/NREGA.csv,text/csv,153388
District Level Manufacturing MSME Registered Enterprises under UDYAM Registration till last date,https://api.data.gov.in/resource/ae789703-638a-4942-b79e-17868103dec8?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_manufacturing_msme.csv?VersionId=105172500356481,text/csv,37346
Indian Sign Language Dictionary till January 2024,,https://data.gov.in/files/ogdpv2dms/s3fs-public/ISL_Dictionary_words.csv,application/vnd.ms-excel,2661
"Percentage of households having electricity, Improved source of drinking water, Having access to improved toilet facility, Use clean fuel for cooking - DLHS IV",https://data.gov.in/sites/default/files/Percentage_of_households_DLHS4.csv,https://data.gov.in/files/ogdpv2dms/s3fs-public/Percentage_of_households_DLHS4.csv,text/csv,12256
"District Rainfall Normal (in mm) Monthly, Seasonal And Annual : Data Period 1951-2000",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/District_Rainfall_Normal_0.xls,application/vnd.ms-excel,167936
Location wise daily Ambient Air Quality of Tamil Nadu for the year 2014,http://data.gov.in/sites/default/files/dataurl06102016/cpcb_dly_aq_tamil_nadu-2014.csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl06102016/cpcb_dly_aq_tamil_nadu-2014.csv,text/csv,433708
"District wise Number of Poultry Farms and Poultry Birds in Farms, 2007  - Tamil Nadu",http://data.gov.in/sites/default/files/dataurl02112015/TamilNadu-Table12_33_liv_stk_cns_2007.csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Tamilnadu-Table-12_33_liv_stk_cns_2007_1.csv,text/csv,4951
"Longitudinal Ageing Study in India (LASI), Wave  I, 2017-18",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/LASI_India_State_UT_Factsheet-Final%20Checked%2023.08.22.xls,application/vnd.ms-excel,107520
State Level Consumer Price Index (Rural/Urban)  upto November 2021,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Statewise_General_Index_july2019_20Aug2020_dec20_2_2.csv?VersionId=105166644746369,text/csv,81597
Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Tamil Nadu,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/2.3.24_Tamil_Nadu_rtyb_2010_11_1.csv,text/csv,2541
State/UT-wise District Score during 2021-22,,https://data.gov.in/files/ogdpv2dms/s3fs-public/District_PGI_Table_1.csv,text/csv,43549
Seasonal and Annual Minimum / Maximum Temperature series for the period 1901-2021,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/TEMP_ANNUAL_MIN_MAX_1901-2021.csv,text/csv,8040
Shape of Watershed Boundaries of India,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Watershed.zip,,application/zip,
"Number of Newly Registered Motor Vehicles in 2011-12 and Number of Registered Motor Vehicles as on 31st March, 2012 in Delhi",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/rtyb_2011_12tab2.2.33_Delhi.csv,text/csv,2022
Total Number of Registered Motor Vehicles in India during 1951-2013,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Registered_Motor_Vehicles_in_India_1951-2013.csv,text/csv,2042
Year-wise Annual frequency of cyclones (34 knots or more) and severe cyclones (48 knots or more) crossing different coastal states of India from 1891 to 2017,,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Cyclone_Details_IMD_2017.csv,text/csv,5631
Weekly Patent Application Granted,https://api.data.gov.in/resource/7a444d4c-319a-41e5-a6cc-6b1ff681c7c6?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/application_details_granted_2019.csv,text/csv,3623778
"Monthly, Seasonal and Annual Mean Temperature Series for the period 1901-2021",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/TEMP_ANNUAL_MEAN_1901-2021.csv,text/csv,13423
Eight Core Industries (Base Year 2011-12) till last financial year,https://api.data.gov.in/resource/7b054340-590c-4135-8797-71a160d0d240?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl30082017/EightCoreData_yearly.csv,text/csv,3167
List of all Startups from Meity Startup Hub ,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Listofstartups.csv?VersionId=105172390599553,text/csv,95723
List of MSME Registered Units under Udyog Aadhaar Memorandum - Maharashtra,https://api.data.gov.in/catalog/2c895ab9-8042-4653-bfeb-7dc71281fd57?api-key=579b464db66ec23bdd000001cdd3946e44ce4aad7209ff7b23ac571b&format=json&offset=0&limit=10&filters[State]=MAHARASHTRA,,application/json,11698
Imports of Major Chemical - Product-wise / Group-wise from 2014-15 to 2021-22,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Imports_of_Major_Chemicals_Product_Wise_or_Group_Wise_2014-15_to_2021-22.csv,text/csv,7692
Subdivision wise Rainfall and its departure from 1901 to 2015,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/sub-division_rainfall_act_dep_1901-2015.csv,text/csv,1388437
Daily Rainfall data from India Meteorological Department (IMD GRID MODEL) Agency during July 2023,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Daily_Rainfall_data_from_India_Meteorological_Department_Agency_during_July_2023.csv,text/csv,1358234
Elephant Population from 1993 to 2017,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Elephantpopulation1993to2017.csv,text/csv,1794
Web Map Service from  362 OSM Topo Sheets  of  Survey of India and Panchromatic imagery of Bhuvan  in Andhra Pradesh,https://nsdiindia.gov.in/nsdi-portal/AccessControl?data=Bhuvan-Andhra,,WMS,0
"Inbound Tourism Foreign Tourist Arrivals, Arrivals of Non-Resident Indians and International Tourist Arrivals 1981-2020",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/India-Tourism-Statistics-2021-Table-2.1.1.csv,text/csv,996
State Level Consumer Price Index (Rural/Urban) upto May 2023,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Statewise_General_Index_Upto_April23.csv,application/vnd.ms-excel,93919
Delivery Post office Pincode Boundary,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl02052025/All_India_pincode_Boundary-19312.geojson,,application/geo+json,
District-wise Tele-Law Case Registration and Advice Enabled Data from FY 2021-22 to 2022-23,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/TeleLawData20222023.csv,application/vnd.ms-excel,59081
State/UT-wise Details of the Rainfall Observed During the Monsoon Season from 2020 to 2022,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_260_AU_25_B.csv,text/csv,2174
Eight Core Industries (Base Year 2011-12) till last month,https://api.data.gov.in/resource/cc473f03-4db1-4c34-949e-481bdb3da490?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl30082017/EightCoreData.csv,text/csv,20087
State/UT-wise Number of UDID Card Generated as on 28.07.2021,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_254_AU_1917.csv,text/csv,840
State-wise Details of Youth Hostels - 2023,,https://data.gov.in/files/ogdpv2dms/s3fs-public/youth-hostel.csv,text/csv,8425
Import & Export of Petroleum Products - Volumes for Year - 2022-23,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/importexport202223_0.csv,text/csv,1996
Quarterly Estimates of GDP at Constant (2011-12) Prices from 2011-12 to 2022-23,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/GDP_QE_Constant_2011-12_Prices.csv,text/csv,20034
State/UT-wise Number of Indian Penal Code (IPC) Crimes from 2020 to 2022,,https://data.gov.in/files/ogdpv2dms/s3fs-public/NCRB_Table_1A.1.csv,text/csv,2077
List of MSME Registered Units under Udyog Aadhaar Memorandum - Andhra Pradesh,https://api.data.gov.in/catalog/2c895ab9-8042-4653-bfeb-7dc71281fd57?api-key=579b464db66ec23bdd000001cdd3946e44ce4aad7209ff7b23ac571b&format=json&offset=0&limit=10&filters[State]=ANDHRA%20PRADESH,,application/json,11686
Rainfall in NE India and its departure from normal for Monsoon session from 1901-2021,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RF_NE_1901-2021.csv,text/csv,4363
Digital Seismotectonic Atlas of India and its Environs,https://bhukosh.gsi.gov.in/arcgis/services/Seismotectonic/Seismotectonic/MapServer/WMSServer?request=GetCapabilities&service=WMS,,WMS,
Disclosed Ground Water Level Data under Atal Bhujal Yojana from 2015 to 2022,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Atal_Jal_Disclosed_Ground_Water_Level-2015-2022.csv,text/csv,1162976
Digital Seismotectonic Atlas of India and its Environs,https://bhukosh.gsi.gov.in/arcgis/services/Seismotectonic/Seismotectonic/MapServer/WMSServer?request=GetCapabilities&service=WMS,,WMS,163
Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Uttar Pradesh,,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/2.3.27_Uttarpradesh_rtyb_2010_11_1.csv,text/csv,2516
"Quarterly Estimates of GDP at Current Prices, 2011-12 Series From 2011-12 to 2022-23",,https://data.gov.in/files/ogdpv2dms/s3fs-public/GDP_QE_Current_Prices_2011-12_Series.csv,text/csv,20283
Boundaries of Agro-climatic regions,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Agroclimatic_regions.zip,,application/zip,
"State-wise Population, Decadal Population Growth rate and Population Density - 2011",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Table_2A_State_Uts.csv,text/csv,1506
"State-wise Details of the Infant Mortality Rate, Institutional Delivery and Prevalence of Under Weight Children under five years of Age (in Reply to Unstarred Question on 07 December, 2022)",,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_258_AU_142_A_and_B.iii_.csv,text/csv,745
Sector wise Estimated Number of Workers under Fourth Round of Quarterly Employment Survey from Jan to March 2022,,https://data.gov.in/files/ogdpv2dms/s3fs-public/QES.csv,text/csv,296
Shape file of reservoir,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Reservoir.zip,,application/zip,
