title,resource_category,catalog_title,govt_type,ministry_department,state_department,published_date,changed,created,sector,sector_resource,field_resource_type,datafile,datafile_url,file_format,file_size,frequency,granularity,field_from_api,is_api_available,is_visualized,api_request_count,field_high_value_dataset,field_show_export,cdos_state_ministry,is_rated,external_api_reference,note,node_alias,ogdp_download_count,ogdp_view_count,domain
"India Districts Factsheets of National Family Health Survey (NFHS) - 5, 2019-2021",Dataset,National Family Health Survey-5 (NFHS-5) - India Districts Factsheet Data,Central,Ministry of Health and Family Welfare;Department of Health and Family Welfare;International Institute for Population Sciences (IIPS),,4/3/2022,3/6/2025,2/3/2022,All;Health and Family welfare,All;Family Welfare,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/NFHS_5_India_Districts_Factsheet_Data.xls,,application/vnd.ms-excel,757248,Others,Others,0,1,0,25,0,TRUE,International Institute for Population Sciences (IIPS),0,,"Figures in ( ) are based on 25-49 unweighted cases and * denotes percentage not shown based on fewer than 25 unweighted cases. For more details please, visit to URL 
http://rchiips.org/nfhs/districtfactsheet_NFHS-5.shtml",/resource/india-districts-factsheets-national-family-health-survey-nfhs-5-2019-2021,5529,5054,data.gov.in
Month-wise All India Crowdsourced Mobile Data Speed Measurement,Dataset,MySpeed (Crowdsourced Mobile Data Speeds),Central,Ministry of Communications;Department of Telecommunications (DOT);Telecom Regulatory Authority of India (TRAI),,23/4/2018,25/1/2025,20/4/2018,Information and Communications;Telecom,Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom,5,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl23042018/march18_myspeed.csv,https://api.data.gov.in/resource/ade6e644-91b8-4d27-97ba-e8c42c48f278?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,7345405,Monthly,Monthly,0,1,1,1,1,TRUE,Telecom Regulatory Authority of India (TRAI),1,6622353,"if You are not able to find speeds mentioned for a TSP/ State, this is due to insufficient samples in your selection ""na"" = ""not available"" owing to device unable to capture signal level LSA : Licensed_Service_Area, Signal_Strength : signal strength refers to the Transmitter power output as received by a reference antenna, TEST_TYPE : Upload /Download represent whether speed is for Download test or Upload Test, Technology : Network generation technology of wireless technology, TSP: Telecom Service Provider which provide service to users in a specific LSA
",/resource/month-wise-all-india-crowdsourced-mobile-data-speed-measurement,4911,7000,data.gov.in
Sub Divisional Monthly Rainfall from 1901 to 2017,Dataset,Rainfall in India,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,18/12/2018,12/12/2021,4/12/2018,Science and Technology;Atmospheric Science;Earth Sciences,Earth Sciences;Earth Sciences,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Sub_Division_IMD_2017.csv,,text/csv,445369,Annual,Annual,0,1,1,1,0,TRUE,"India Meteorological Department (IMD), Pune",1,,"All values are in MMS; NA: Not Available.
",/resource/sub-divisional-monthly-rainfall-1901-2017,4900,13151,data.gov.in
Voice Call Quality Customer Experience till last month,Dataset,Voice Call Quality Customer Experience ,Central,Ministry of Communications;Department of Telecommunications (DOT);Telecom Regulatory Authority of India (TRAI),,1/12/2017,25/3/2025,30/11/2017,Information and Communications;Telecom,Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom,5,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/my_calls_1.csv,https://api.data.gov.in/resource/98e76922-ab13-474e-9bce-78942583cd0e?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,1233,Monthly,Others,0,1,0,3,1,TRUE,Telecom Regulatory Authority of India (TRAI),1,4206541,,/resource/voice-call-quality-customer-experience-till-last-month,4422,4835,data.gov.in
Wholesale Price Index (Base Year 2011-12) till last financial year,,Wholesale Price Index,Central,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade;Office of the Economic Adviser,,20/11/2017,27/6/2025,14/9/2017,Economy;Prices;Finance;Economy,,1,,http://data.gov.in/sites/default/files/dataurl30082017/wpi_yearly_data.csv,text/csv,120266,Annual,Annual,1,0,0,14,0,TRUE,Office of the Economic Adviser,1,,NA: Not Applicable/Available,/resource/wholesale-price-index-base-year-2011-12-till-last-financial-year,4247,2266,data.gov.in
Indian Railways Time Table for trains available for reservation as on 01.11.2017,Dataset,Indian Railways Train Time Table,Central,Ministry of Railways,,24/1/2018,2/6/2025,24/4/2018,Transport;Railways,Transport;Railways,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl10012018/Train_details_22122017.csv,https://data.gov.in/sites/default/files/dataurl10012018/Train_details_22122017.csv,text/csv,16704995,Others,Others,0,1,1,,0,TRUE,Ministry of Railways,1,,,/resource/indian-railways-time-table-trains-available-reservation-01112017,4131,5092,data.gov.in
Daily data of Soil Moisture,Dataset,Soil Moisture,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",,24/8/2022,15/6/2025,17/5/2022,Water Resources,,5,https://data.gov.in/files/ogdpv2dms/s3fs-public/soil_moisture-jan22_0.csv,https://api.data.gov.in/resource/4554a3c8-74e3-4f93-8727-8fd92161e345?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,1431363,Monthly,Monthly,1,1,,1,1,TRUE,National Water Informatics Centre,1,7210812,,/resource/daily-data-soil-moisture,3903,4865,data.gov.in
Seasonal and Annual Mean Temperature Series for the period 1901-2021,Dataset,All India Seasonal and Annual Temperature Series,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,16/1/2023,2/6/2025,1/8/2022,Science and Technology;Earth Sciences,Earth Sciences,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/TEMP_ANNUAL_SEASONAL_MEAN.csv,,text/csv,4359,Annual,Annual,0,0,,8,1,TRUE,"India Meteorological Department (IMD), Pune",0,,,/resource/seasonal-and-annual-mean-temperature-series-period-1901-2021,3667,1581,data.gov.in
"District-wise, season-wise crop production statistics from 1997",Dataset,"District-wise, season-wise crop production statistics",Central,Ministry of Agriculture and Farmers Welfare;Department of Agriculture and Farmers Welfare;Directorate of Economics and Statistics (DES),,20/5/2013,16/10/2024,20/5/2013,Agriculture;Agricultural Produces,Agriculture;Agricultural Produces,2,,https://aps.dac.gov.in/APY/apy.csv,text/csv,15316741,Annual,Annual,,1,1,251,0,FALSE,Directorate of Economics and Statistics (DES),1,,,/resource/district-wise-season-wise-crop-production-statistics-1997,3667,33857,data.gov.in
"Global Youth Tobacco Survey (GYTS-4), India and States, 2019",Dataset,Global Youth Tobacco Survey (GYTS-4),Central,Ministry of Health and Family Welfare;Department of Health and Family Welfare;International Institute for Population Sciences (IIPS),,1/9/2022,1/9/2022,2/8/2022,Health;Health and Family welfare,Health and Family welfare;Family Welfare,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/GYTS4.xls,https://www.iipsindia.ac.in/sites/default/files/other_files/GYTS4_India_Fact_Sheet.pdf,application/vnd.ms-excel,93184,Others,Others,0,0,,10,1,TRUE,International Institute for Population Sciences (IIPS),0,,"Notes: 1. Use of any form of tobacco, i.e. smoking, smokeless, and any other form of tobacco products; 2. Ever tried or experimented any form of tobacco even once; 3. Use of any form of tobacco in past 30 days; 4. Includes other form of smoking products in addition to cigarette and bidi such as hookah, cigars, cheroots, cigarillos, water pipe, chillum, chutta, dhumti, 5. Use of paan masala together with tobacco was asked directly as one of the categories of smokeless tobacco; 6.  Susceptibility to future cigarette use includes those who answered Yes, or maybe to using tobacco products if one of their best friends offered it to them; 7. E-cigarette is part of Electronic Nicotine Delivery System (ENDS) and includes like devices and other emerging products; 8. Stopped using tobacco in past 12 months; 9. Refers to current tobacco users only;  10. Secondhand smoking or passive smoking refers to exposure to other peoples smoking in past 7 days; 11. Refers to schools, hostels, shops, restaurants, movie theatres, public conveyances, gyms, sports arenas, airports, auditorium, hospital building, railway waiting room, public toilets, public offices, educational institutions, libraries, etc.; 12. Refers to playgrounds, sidewalks, entrances to buildings, parks, beaches, bus stops, market places, etc.; #. the value 0.0 represent prevalence of less than 0.05. 13. Refers to source of obtaining tobacco products by current users at the time of  last use in past 30 days and the two major sources are given here, therefore, these two figures may not add upto 100% as there are other sources; 14. Includes any form of mass media, fairs, concerts, sporting, community events or social gatherings, tobacco products packages and taught in class; 15. Mass media includes television, radio, internet, billboards, posters, newspapers, magazines, movies, etc.; 16. Social events include sports events, fairs, concerts, community events, social gatherings etc.; 17. Includes any form of media or point of sale; 18. Point of Sale includes any stores, grocery shops, paan shops etc.; 19.Unit of analysis is the school (unweighted); 20. Cigarettes and Other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production, Supply and Distribution) Act, 2003.",/resource/global-youth-tobacco-survey-gyts-4-india-and-states-2019,3002,1162,data.gov.in
Local Government Directory (LGD) - Villages with PIN Codes,Dataset,Local Government Directory (LGD),Central,Ministry of Panchayati Raj,,22/9/2022,1/6/2025,22/9/2022,Panchayati Raj,,5,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl22092022/rural.csv,https://api.data.gov.in/resource/f17a1608-5f10-4610-bb50-a63c80d83974?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,16537702,Monthly,Monthly,1,1,,7,1,TRUE,Ministry of Panchayati Raj,1,7246503,This Dataset contains LGD codes for Villages with PIN Codes. This dataset will be updated on 1st day of every month.,/resource/local-government-directory-lgd-villages-pin-codes,2870,3152,data.gov.in
Local Government Directory (LGD) - Local Bodies with PIN Codes,Dataset,Local Government Directory (LGD),Central,Ministry of Panchayati Raj,,22/9/2022,1/6/2025,22/9/2022,Panchayati Raj,,4,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/urban_0.csv,https://api.data.gov.in/resource/71818d1a-c114-46cb-aa9b-56ed70d4bc4a?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,137527,Monthly,Monthly,1,1,1,,1,TRUE,Ministry of Panchayati Raj,1,7246652,This Dataset contains LGD codes for Local Bodies with PIN Codes. This dataset will be updated on 1st day of every month. ,/resource/local-government-directory-lgd-local-bodies-pin-codes,2629,2184,data.gov.in
"Industry, State and Year wise Startups Recognized by DPIIT till last week",Dataset,Startup Recognized by DPIIT ,Central,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade,,1/9/2022,17/2/2025,30/8/2022,All,,2,,https://www.startupindia.gov.in/srf/data-gov-in/gov-data-final.csv,text/csv,,Weekly,Annual,1,0,,18,1,TRUE,Department for Promotion of industry and Internal Trade,0,7221413,DPIIT - Department for Promotion of Industry and Internal Trade.,/resource/industry-state-and-year-wise-startups-recognized-dpiit-till-last-week,2617,2083,data.gov.in
Crime Head-wise Police Disposal of IPC Crime Cases (Crime Head-wise) during 2019,Dataset,Crime in India - 2019,Central,Ministry of Home Affairs;Department of States;National Crime Records Bureau (NCRB),,9/3/2021,9/3/2021,5/3/2021,Home Affairs and Enforcement;Police,Police,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl05032021/NCRB_CII-2019_Table_17A.1.csv,https://data.gov.in/sites/default/files/dataurl05032021/NCRB_CII-2019_Table_17A.1.csv,text/csv,18087,Annual,Annual,0,1,1,,0,TRUE,National Crime Records Bureau (NCRB),1,,"As per data provided by States/UTs; Due to non-receipt of data from West Bengal in time for 2019, Data furnished for 2018 has been used.",/resource/crime-head-wise-police-disposal-ipc-crime-cases-crime-head-wise-during-2019,2612,1333,data.gov.in
District Wise Total MSME Registered Enterprises under UDYAM Registration till last date,Dataset, UDYAM Registration (MSME Registration),Central,"Ministry of Micro, Small and Medium Enterprises",,1/11/2021,27/6/2025,26/10/2021,Industries;Medium;Micro;Small Scale,Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale,4,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_total_Registered_msme.csv?VersionId=105172500341441,https://api.data.gov.in/resource/f8cd85a1-f9b8-4ff1-b195-9f75c10eb338?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv ,text/csv,38424,Daily,Daily,1,1,1,19,1,TRUE,"Ministry of Micro, Small and Medium Enterprises",1,7159067,,/resource/district-wise-total-msme-registered-enterprises-under-udyam-registration-till-last-date,2447,1567,data.gov.in
Shapefile of Rivers,Dataset,Boundaries of Water Resources Projects,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",,28/9/2022,28/9/2022,16/9/2022,Ground Water;Surface Water,Ground Water;Surface Water,2,,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Rivers.zip,application/zip,,One-time,One-time,0,0,,,1,TRUE,National Water Informatics Centre,0,,"This zip contains the various formats i.e .shp, .shx,.dbf,.prj,.sbn, .cpg,.dbf. This zip contains the information of all all the major and minor rivers  of entire country. It is a line .",/resource/shapefile-rivers,2410,2637,data.gov.in
Rainfall in all India and its departure from normal during Monsoon session (June-Sept) from 1901 to 2019,Dataset,Rainfall in India,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,20/5/2021,20/5/2021,2/11/2020,Science and Technology;Atmospheric Science;Earth Sciences,Earth Sciences;Earth Sciences;Earth Sciences;Earth Sciences,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/All-India-Rainfall-Act_Dep_1901_to_2019_0.csv,,text/csv,4192,Annual,Annual,0,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune",0,,Actual Rainfall in MM.,/resource/rainfall-all-india-and-its-departure-normal-during-monsoon-session-june-sept-1901-2019,2044,2631,data.gov.in
Enrolment by Age and Class (UDISE plus) during 2012-13,Dataset,Enrolment by Age and Class (UDISE plus),Central,Ministry of Education;Department of School Education and Literacy,,14/9/2023,14/9/2023,13/1/2022,Education,,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/enrolment_age_2012_13.csv?VersionId=105166644224513,,text/csv,1372069,Annual,Annual,0,0,0,0,0,TRUE,Department of School Education and Literacy,0,,,/resource/enrolment-age-and-class-udise-plus-during-2012-13,2005,1216,data.gov.in
District wise Services MSME Registered Enterprises under UDYAM Registration till last date ,Dataset, UDYAM Registration (MSME Registration),Central,"Ministry of Micro, Small and Medium Enterprises",,1/11/2021,27/6/2025,26/10/2021,Industries;Medium;Micro;Small Scale,Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale,4,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_service_msme.csv?VersionId=105172390466305,https://api.data.gov.in/resource/c3dfe7e6-0cfd-4ddb-8f79-9cb3695d9866?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,37790,Daily,Daily,1,1,1,11,1,TRUE,"Ministry of Micro, Small and Medium Enterprises",1,7159069,,/resource/district-wise-services-msme-registered-enterprises-under-udyam-registration-till-last-date,1960,1349,data.gov.in
Seasonal and Annual Min/Max Temp Series - India from 1901 to 2017,Dataset,All India Seasonal and Annual Min/Max Temperature Series,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,18/12/2018,12/12/2021,4/12/2018,Science and Technology;Atmospheric Science;Earth Sciences,Earth Sciences;Earth Sciences;Earth Sciences;Earth Sciences,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Min_Max_Seasonal_IMD_2017.csv,,text/csv,7866,Annual,Annual,0,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune",1,,"Data values are in degree Celsius.
",/resource/seasonal-and-annual-minmax-temp-series-india-1901-2017,1851,4954,data.gov.in
Daily data of Evapotranspiration of NRSC,Dataset,Daily Data of Evapo-transpiration,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",,4/10/2022,15/6/2025,4/10/2022,Ground Water,,5,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Daily_data_of_Evapotranspiration_of_NRSC_Agency_during_August_2022.csv,https://api.data.gov.in/resource/98c433b1-9c86-40c7-baf4-d4eca5385698?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,1846333,Monthly,Monthly,1,1,,,1,TRUE,National Water Informatics Centre,0,7257813,,/resource/daily-data-evapotranspiration-nrsc,1816,3394,data.gov.in
