dcterms:title,dcterms:description,dcterms:modified,dcterms:created,dcterms:issued,dcterms:spatial,dcatin:jurisdictionLevel,dcterms:publisher,qualifiedAttribution1,qualifiedAttribution2,dcterms:relation,dcat:keyword,dcatin:hvdCategory,unmappableis_api_available,node_alias,unmappable_ogdp_view_count,dcterms:contributor,dcterms:hasPart,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:isReplacedBy,dcterms:isVersionOf,dcatin: applicableLegislation:,dcterms:rights,dcterms:language,foaf: homePage,dcat:landingPage,dcterms:identifier,dcat:accessURL,dcterms:subject
Crude Oil Processed by Refineries,The catalog contains monthly data on crude oil processed by refineries.,6/19/2025,6/13/2023,6/14/2023,All India,Central,Ministry of Petroleum and Natural Gas,Petroleum Planning & Analysis Cell (PPAC),,1,Refinery;OIL;Crude Oil,1,0,/catalog/crude-oil-processed-refineries,572,,,,,,,,,,data.gov.in/catalog/crude-oil-processed-refineries,data.gov.in/catalog/crude-oil-processed-refineries,data.gov.in/catalog/crude-oil-processed-refineries,data.gov.in/catalog/crude-oil-processed-refineries,group_name
CBSE Result Statistics Class XII,The catalog contains CBSE Result Statistics Class XII for Board Exam.,2/14/2025,6/13/2023,6/13/2023,All India,Central,Ministry of Education,Department of School Education and Literacy,Central Board of Secondary Education (CBSE),0,Class XII;Result,0,0,/catalog/cbse-result-statistics-class-xii,1899,,,,,,,,,,data.gov.in/catalog/cbse-result-statistics-class-xii,data.gov.in/catalog/cbse-result-statistics-class-xii,data.gov.in/catalog/cbse-result-statistics-class-xii,data.gov.in/catalog/cbse-result-statistics-class-xii,group_name
Ground Water Level Data under Atal Bhujal Yojana,Disclosed ground water level data pre and post monsoon from 2015 to 2022,2/18/2025,5/30/2023,5/31/2023,Gujarat;Haryana;Karnataka;Madhya Pradesh;Maharashtra;Rajasthan;Uttar Pradesh,Central,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,,0,Ground Water;Ground Water Level;Atal Bhujal Yojana;Atal Jal,0,0,/catalog/ground-water-level-data-under-atal-bhujal-yojana,1556,,,,,,,,,,data.gov.in/catalog/ground-water-level-data-under-atal-bhujal-yojana,data.gov.in/catalog/ground-water-level-data-under-atal-bhujal-yojana,data.gov.in/catalog/ground-water-level-data-under-atal-bhujal-yojana,data.gov.in/catalog/ground-water-level-data-under-atal-bhujal-yojana,group_name
Answers Data of Rajya Sabha Questions for Session 259,Get questions' Answers Data of Session 259 of Rajya Sabha provided by various ministries/departments.,1/23/2024,5/29/2023,5/30/2023,All India,Central,Rajya Sabha,,,0,Rajya Sabha,0,0,/catalog/answers-data-rajya-sabha-questions-session-259,2532,,,,,,,,,,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-259,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-259,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-259,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-259,group_name
Consumption of Petroleum Products,"The catalog contains the consumption of Petroleum Products i.e. LPG, Naphtha, MS, ATF, SKO, HSD, LDO, Lubricants & Greases, FO & LSHS, Bitumen, Petroleum coke and Others.",6/19/2025,5/19/2023,5/19/2023,All India,Central,Ministry of Petroleum and Natural Gas,Petroleum Planning & Analysis Cell (PPAC),,1,Consumption Of Petroleum Products;PPAC,1,0,/catalog/consumption-petroleum-products-0,1410,,,,,,,,,,data.gov.in/catalog/consumption-petroleum-products-0,data.gov.in/catalog/consumption-petroleum-products-0,data.gov.in/catalog/consumption-petroleum-products-0,data.gov.in/catalog/consumption-petroleum-products-0,group_name
Import & Export of Petroleum Products,Import & Export of Petroleum Products,6/19/2025,4/27/2023,4/27/2023,World;All India,Central,Ministry of Petroleum and Natural Gas,Petroleum Planning & Analysis Cell (PPAC),,1,Import;Export;Petroleum Products,1,0,/catalog/import-export-petroleum-products,992,,,,,,,,,,data.gov.in/catalog/import-export-petroleum-products,data.gov.in/catalog/import-export-petroleum-products,data.gov.in/catalog/import-export-petroleum-products,data.gov.in/catalog/import-export-petroleum-products,group_name
Quarterly Employment Survey (QES),Report on Quarterly Employment Survey (QES) of All India Quarterly Establishment based Employment Survey (AQEES).,3/25/2023,3/13/2023,3/25/2023,All India,Central,Ministry of Labour and Employment,,,0,Quarterly Employment Survey;Quarterly Employment Survey,1,0,/catalog/quarterly-employment-survey-qes,1026,,,,,,,,,,data.gov.in/catalog/quarterly-employment-survey-qes,data.gov.in/catalog/quarterly-employment-survey-qes,data.gov.in/catalog/quarterly-employment-survey-qes,data.gov.in/catalog/quarterly-employment-survey-qes,group_name
Patent Application,"Once the Patent is granted to an application a publication under section 43(2) in respect of the grant is made available to the public.  This publication provide basic information about the granted application such as the appropriate office, application number, date of filing, title of the invention, the name of the patentee(s) . The publication is done weekly.",6/19/2025,12/29/2022,3/3/2023,All India,Central,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,,1,patent,1,0,/catalog/patent-application,3189,,,,,,,,,,data.gov.in/catalog/patent-application,data.gov.in/catalog/patent-application,data.gov.in/catalog/patent-application,data.gov.in/catalog/patent-application,group_name
Tele-Law Program under Designing Innovative Solution for Holistic Access to Justice (DISHA),Tele-Law means the use of communications and information technology for the delivery of legal information and advice. This e-interaction between lawyers and people would be through the video-conferencing infrastructure available at the CSCs.,2/17/2025,2/24/2023,2/24/2023,All India,Central,Ministry of Law and Justice,Department of Justice,,0,Legal Advice;TeleLaw;TeleLaw;TeleLaw;TeleLaw;TeleLaw,1,0,/catalog/tele-law-program-under-designing-innovative-solution-holistic-access-justice-disha,461,,,,,,,,,,data.gov.in/catalog/tele-law-program-under-designing-innovative-solution-holistic-access-justice-disha,data.gov.in/catalog/tele-law-program-under-designing-innovative-solution-holistic-access-justice-disha,data.gov.in/catalog/tele-law-program-under-designing-innovative-solution-holistic-access-justice-disha,data.gov.in/catalog/tele-law-program-under-designing-innovative-solution-holistic-access-justice-disha,group_name
Answers Data of Rajya Sabha Questions for Session 258,Get questions' Answers Data of Session 258 of Rajya Sabha provided by various ministries/departments.,5/19/2023,2/14/2023,2/14/2023,All India,Central,Rajya Sabha,,,0,Rajya Sabha Question,0,0,/catalog/answers-data-rajya-sabha-questions-session-258,2363,,,,,,,,,,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-258,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-258,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-258,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-258,group_name
Crime in India - 2021,"Catalog contains data of Crime in India - 2021. Get information on Cognizable crimes registered, IPC crimes, SLL cases, Violent crimes, Murder and culpable homicide not amounting to murder, Victims of murder, Victims of culpable homicide not amounting to murder, Murdered by use of fire arms, Unidentified dead bodies recovered and inquest conducted, Victims of kidnapping & abduction, Disposal of crime cases, Charge sheet of crimes, Complaint received and case registered under IPC and SLL, Conviction rate , Detail of courts and period of trials, Crimes committed against women, Victims of rape cases, Offenders relation and nearness to rape victims, Crimes committed against children, Crime committed against scheduled castes and schedule tribes, Property stolen & recovered and percentage recovery, Vehicles stolen, Recovered and co-ordinated, Dacoity cases, Robbery cases, Burglary cases, Theft cases, Cultural property (including antiques) stolen and recovered, Cognizable crime registered & their disposal, Juvenile delinquency under different crime heads, Juveniles apprehended, Disposal of juveniles arrested, Classification of juveniles arrested, Recidivism amongst persons arrested, Disposal of persons arrested, Deaths in police custody /lockup, Escapes from police custody, Reported custodial rape cases and their disposal, Persons arrested under custodial ,Rape and their disposal by police and courts, Event wise persons killed or injured under police firing, Police personnel killed or injured on duty, Police personnel died (natural deaths) while in service, Police personnel committed suicide while in service, Rank wise police personnel killed or injured on duty, Complaints/cases registered against personnel, Incidence of human right violation by police, Sanctioned and strength of civil police including district armed police, Information on police housing, Sanctioned and actual strength of home guards and auxiliary force, Equipments and transport support, Police stations by volume of crime, Police stations by strength of personnel, Organization setup, Representation of SCs/STs and muslims in police etc.",2/17/2025,10/17/2022,10/18/2022,All India,Central,Ministry of Home Affairs,Department of States,National Crime Records Bureau (NCRB),0,Crime;Crime against Children;Crime against Schedule Tribes;Cognizable Crime;Kidnapping;Death;Theft;Police Station;Police;Murder;Abduction;Rape;Trial;Victim;Offenders,0,0,/catalog/crime-india-2021,10255,,,,,,,,,,data.gov.in/catalog/crime-india-2021,data.gov.in/catalog/crime-india-2021,data.gov.in/catalog/crime-india-2021,data.gov.in/catalog/crime-india-2021,group_name
Hydrological Boundaries,"Shape files of Hydrological Boundaries i.e Basin, Sub-basin and Watershed of India",9/28/2022,9/15/2022,9/28/2022,All India,Central,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,0,basin;Sub basin;Watershed,1,0,/catalog/hydrological-boundaries,1971,,,,,,,,,,data.gov.in/catalog/hydrological-boundaries,data.gov.in/catalog/hydrological-boundaries,data.gov.in/catalog/hydrological-boundaries,data.gov.in/catalog/hydrological-boundaries,group_name
Daily Data of Evapo-transpiration,Daily Data Evapo-transpiration of Agency NRSC ,6/15/2025,8/24/2022,9/28/2022,All India,Central,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,1,NRSC,1,1,/catalog/daily-data-evapo-transpiration,1734,,,,,,,,,,data.gov.in/catalog/daily-data-evapo-transpiration,data.gov.in/catalog/daily-data-evapo-transpiration,data.gov.in/catalog/daily-data-evapo-transpiration,data.gov.in/catalog/daily-data-evapo-transpiration,group_name
Boundaries of Water Resources Projects,"In Water Resources Projects Boundaries, user can view Shape files of dams, barrages, powerhouses, Weir, Anicut, lift etc of entire country. ",9/28/2022,9/16/2022,9/28/2022,All India,Central,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,0,Shape files of dams;Barrages;powerhouses;Weir;Anicut;lift etc,1,0,/catalog/boundaries-water-resources-projects,3636,,,,,,,,,,data.gov.in/catalog/boundaries-water-resources-projects,data.gov.in/catalog/boundaries-water-resources-projects,data.gov.in/catalog/boundaries-water-resources-projects,data.gov.in/catalog/boundaries-water-resources-projects,group_name
Boundaries of Region,"Thriugh Region Boundaries, user can view AgroClimatic, Agro Ecological, Hydroelectrical regions of the India",9/28/2022,9/16/2022,9/28/2022,All India,Central,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,0,Agro-climatic zone wise performance;Hydroelectrical,1,0,/catalog/boundaries-region,933,,,,,,,,,,data.gov.in/catalog/boundaries-region,data.gov.in/catalog/boundaries-region,data.gov.in/catalog/boundaries-region,data.gov.in/catalog/boundaries-region,group_name
Global Youth Tobacco Survey (GYTS-4),"The fourth round of Global Youth Tobacco Survey (GYTS-4) was conducted in 2019 by the International Institute for Population Sciences (IIPS) under the Ministry of Health and Family Welfare (MoHFW). The survey was designed to produce national estimates of tobacco use among school going children aged 13-15 years at the state level and Union Territory (UT) by sex, location of school (rural-urban), and management of school (public-private). The first three rounds of GYTS were conducted in 2003, 2006 and 2009. A total of 97,302 students from 987schools (Public-544; Private-443) participated in the survey. Of which, 80,772 students aged 13-15 years were considered for reporting. The objective of the survey was to provide information on tobacco use, cessation, second-hand smoke, access and availability, exposure to anti-tobacco information, awareness and receptivity to tobacco marketing, knowledge, and attitudes.",9/1/2022,4/27/2022,9/1/2022,All India,Central,Ministry of Health and Family Welfare,Department of Health and Family Welfare,International Institute for Population Sciences (IIPS),0,"Tobacco use, Cessation, Secondhand smoke, AccessandAvailability,  Awareness, Receptivity, Marketing, Knowledge, Attitudes",1,0,/catalog/global-youth-tobacco-survey-gyts-4,5985,,,,,,,,,,data.gov.in/catalog/global-youth-tobacco-survey-gyts-4,data.gov.in/catalog/global-youth-tobacco-survey-gyts-4,data.gov.in/catalog/global-youth-tobacco-survey-gyts-4,data.gov.in/catalog/global-youth-tobacco-survey-gyts-4,group_name
Startup Recognized by DPIIT ,"The catalog contains information related to Startups recognized by the Department for Promotion of Industry and Internal Trade (DPIIT).  CSV file provided in the catalog contains the Number of startups recognized by DPIIT year, sector, and state wise.",2/18/2025,8/30/2022,9/1/2022,All India,Central,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,,1,Startups;DPIIT,1,0,/catalog/startup-recognized-dpiit,3183,,,,,,,,,,data.gov.in/catalog/startup-recognized-dpiit,data.gov.in/catalog/startup-recognized-dpiit,data.gov.in/catalog/startup-recognized-dpiit,data.gov.in/catalog/startup-recognized-dpiit,group_name
Longitudinal Ageing Study in India (LASI),"The Longitudinal Ageing Study in India (LASI) is a nationally and state representative longitudinal study of ageing and health. LASI is a national landmark, the largest in the world and, only of its kind in India. Its main goal is to provide valid, reliable and continuous scientific data on the health, social, mental and economic well-being of Indias older adult (aged 45 and above) population. These data will help to monitor existing programmes and inform new national health and ageing policies. LASI is undertaken as a globally harmonized study carried out in more than 44 developed and developing countries worldwide; and the survey schedules, protocols and methodologies are harmonized across these countries. These are part of the Health and Retirement Study (HRS) family of longitudinal ageing and retirement surveys. Therefore, LASI data will also serve as an important public resource for national policy making and worldwide comparative research on ageing. LASI is undertaken under the aegis of the Ministry of Health and Family Welfare (MoHFW), Government of India. The International Institute for Population Sciences (IIPS), Mumbai is the nodal institution for implementing LASI in collaboration with the Harvard T.H.Chan School of Public Health (HSPH) and the University of Southern California (USC).",8/26/2022,5/10/2022,8/26/2022,All India,Central,Ministry of Health and Family Welfare,Department of Health and Family Welfare,International Institute for Population Sciences (IIPS),0,LASI;Longitudinal Ageing Study,1,0,/catalog/longitudinal-ageing-study-india-lasi,2078,,,,,,,,,,data.gov.in/catalog/longitudinal-ageing-study-india-lasi,data.gov.in/catalog/longitudinal-ageing-study-india-lasi,data.gov.in/catalog/longitudinal-ageing-study-india-lasi,data.gov.in/catalog/longitudinal-ageing-study-india-lasi,group_name
Reservoir,"The catalog contains the daily Reservoir level data up. It displays the amount of water (in terms of billion cubic meters) stored in reservoirs across the country, based on data from different sources. The user can view/download data using the various options available under the selection panel & data panel in the module. ",6/15/2025,5/17/2022,8/24/2022,All India,Central,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,1,CWC;Reservoir;CWC;Reservoir,1,1,/catalog/reservoir,1918,,,,,,,,,,data.gov.in/catalog/reservoir,data.gov.in/catalog/reservoir,data.gov.in/catalog/reservoir,data.gov.in/catalog/reservoir,group_name
Soil Moisture,The catalog contains Volumetric Soil Moisture data for states/UTs and districts. The Soil Moisture data is calculated based on the output of the VIC model run by NRSC and is available from 2018 onwards. The user can view/download the data as per the Area of Interest and Time Period. ,6/15/2025,5/17/2022,8/24/2022,All India,Central,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,1,VIC MODEL;Soil Moisture,1,1,/catalog/soil-moisture,7000,,,,,,,,,,data.gov.in/catalog/soil-moisture,data.gov.in/catalog/soil-moisture,data.gov.in/catalog/soil-moisture,data.gov.in/catalog/soil-moisture,group_name
Rainfall,"The Rainfall catalogue contains station-wise data from CWC, Gujarat water resources department, and APWRIMS; and gridded data from IMD & NRSC. Further, this module also shows the daily Normal rainfall as per the IMD up to the district level. ",12/31/2024,5/19/2022,8/24/2022,All India,Central,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,1,IMD;NRSC,1,1,/catalog/rainfall,7419,,,,,,,,,,data.gov.in/catalog/rainfall,data.gov.in/catalog/rainfall,data.gov.in/catalog/rainfall,data.gov.in/catalog/rainfall,group_name
India Tourism Statistics,"India Tourism Statistics contains the data of Foreign Tourist Arrival (along-with their profile), Arrival of Non Resident Indians, Indian National Departures. It also contains the data of Domestic Tourist Visits and Foreign Tourist Visits in different States/UTs. ",10/28/2022,5/2/2019,7/26/2022,All India;State,Central,Ministry of Tourism,,,0,arrival;Foreign;Foreign Tourists;NRI;Port;Tourist;Tourism;Purpose;Resident;Indians;Departures;Domestic Tourists;Exchange Earnings,0,0,/catalog/india-tourism-statistics,7407,,,,,,,,,,data.gov.in/catalog/india-tourism-statistics,data.gov.in/catalog/india-tourism-statistics,data.gov.in/catalog/india-tourism-statistics,data.gov.in/catalog/india-tourism-statistics,group_name
Local Government Directory (LGD),"LGD is a complete directory of Land Regions/Revenue, Rural and Urban Local Governments. LGD aims to keep all information about the structure of Local Governments and revenue entities online. The main objective of LGD is to maintain up-to-date list of revenue entities (districts/subdistricts/villages), Local Government Bodies (Panchayats, Municipalities and traditional bodies) and their wards.",6/19/2025,7/22/2022,7/22/2022,All India,Central,Ministry of Panchayati Raj,,,1,Governance;Local Government;Gram Panchayat;LGD,1,1,/catalog/local-government-directory-lgd,4099,,,,,,,,,,data.gov.in/catalog/local-government-directory-lgd,data.gov.in/catalog/local-government-directory-lgd,data.gov.in/catalog/local-government-directory-lgd,data.gov.in/catalog/local-government-directory-lgd,group_name
BHUKOSH,BHUKOSH is the gateway for all the geoscientific data of Geological Survey of India,5/12/2022,5/9/2022,5/12/2022,All India,Central,Ministry of Mines,Geological Survey of India,,1,Seismic Surveys;seisat;seismotectonic;Quadrangle Geological Map;Geological Map;earthquake;Earth Sciences,1,0,/catalog/bhukosh,5433,,,,,,,,,,data.gov.in/catalog/bhukosh,data.gov.in/catalog/bhukosh,data.gov.in/catalog/bhukosh,data.gov.in/catalog/bhukosh,group_name
Answers Data of Rajya Sabha Questions for Session 254,Get questions' Answers Data of Session 254 of Rajya Sabha provided by various ministries/departments.,12/26/2024,3/22/2022,3/22/2022,All India,Central,Rajya Sabha,,,0,,0,0,/catalog/answers-data-rajya-sabha-questions-session-254,1529,,,,,,,,,,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-254,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-254,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-254,data.gov.in/catalog/answers-data-rajya-sabha-questions-session-254,group_name
