dcterms:title,dcterms:description,dcat:theme,dcterms:created,dcterms:issued,dcterms:modified,dcterms:type,dcat:ByteSize,dcat:mediaType,dcterms:relation,dcterms:identifier,dcat:landingPage,dcterms:source,dcterms:spatial ,dcterms:temporal,dcatin:jurisdictionLevel,dcatin: applicableLegislation,dcterms:accessRight ,dct:accrualPeriodicity,dcat:temporalResolution,dcat:keyword,,dcat:theme,dcat:downloadURL,dcat:accessURL,foaf:depiction,dcat:inCatalog,dcat:contactPoint,     vCard:fn,     vcard:title,     vcard:role,     vcard:organization-name,     vcard:hasEmail,      vcard:hasAddress,               vcard:street-address,               vcard:postal-code,               vcard:locality,dcterms:rights,dcatin:hvdCategory,dcterms:accrualMethod,dcterms:creator,dcterms:publisher,dcterms:publisher,prov:qualifiedAttribution,prov:qualifiedAttribution (If there are multiple qualified attributions),dcatin:note,dcterms:license ,dcterms:language,dcterms:abstract,dcterms:alternative,dcterms:relation,dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:hasPart,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:isReplacedBy,dcterms:replaces,dcterms:isVersionOf,dcterms:hasVersion,dcat:endpointDescription,dcat:DatasetSeries,dcat:inSeries,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available
"All India and State/UT-wise Factsheets of National Family Health Survey (NFHS) - 5, 2019-2021",,"health, population and demography, statistics and data",2022-02-15,2025-06-02,2022-02-12,Dataset,179712,application/vnd.ms-excel,,data.gov.in/resource/all-india-and-stateut-wise-factsheets-national-family-health-survey-nfhs-5-2019-2021,data.gov.in/resource/all-india-and-stateut-wise-factsheets-national-family-health-survey-nfhs-5-2019-2021,,,,Central,NDSAP,,Irregular,Others,Health and Family welfare;Health and Family welfare;Health and Family welfare;Health and Family welfare;Health and Family welfare;Health and Family welfare,,Health and Family welfare;Family Welfare,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl13062017/dipp.csv,data.gov.in/resource/all-india-and-stateut-wise-factsheets-national-family-health-survey-nfhs-5-2019-2021,,National Family Health Survey (NFHS) - 5,,,,,,,,,,,,,,International Institute for Population Sciences (IIPS),,Ministry of Health and Family Welfare,Department of Health and Family Welfare,International Institute for Population Sciences (IIPS),1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,2881,7634,35,TRUE,1,,0,0,0
FDI Equity Inflows from the year 2000 till last quarter,,"economic affairs, industry policy, trade and commerce",2017-06-14,2025-06-18,2017-06-14,Dataset,5498,text/csv,,data.gov.in/resource/fdi-equity-inflows-year-2000-till-last-quarter,data.gov.in/resource/fdi-equity-inflows-year-2000-till-last-quarter,,,,Central,NDSAP,,Quarterly,Quarterly,Commerce,,Commerce,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/NFHS_5_India_Districts_Factsheet_Data.xls,data.gov.in/resource/fdi-equity-inflows-year-2000-till-last-quarter,,Foreign Direct Investment (FDI) Equity Inflows,,,,,,,,,,,,,,Department for Promotion of industry and Internal Trade,,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,,4,https://www.data.gov.in/Godl,en,,,http://data.gov.in/sites/default/files/dataurl13062017/dipp.csv,,,,,,,,,,,,,2827,5633,,TRUE,1,3630701,1,1,
"India Districts Factsheets of National Family Health Survey (NFHS) - 5, 2019-2021",,,2022-03-04,2025-06-03,2022-03-02,Dataset,757248,application/vnd.ms-excel,,data.gov.in/resource/india-districts-factsheets-national-family-health-survey-nfhs-5-2019-2021,data.gov.in/resource/india-districts-factsheets-national-family-health-survey-nfhs-5-2019-2021,,,,Central,NDSAP,,Irregular,Others,All;Family Welfare,,All;Health and Family welfare,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl23042018/march18_myspeed.csv,data.gov.in/resource/india-districts-factsheets-national-family-health-survey-nfhs-5-2019-2021,,National Family Health Survey-5 (NFHS-5) - India Districts Factsheet Data,,,,,,,,,,,,,,International Institute for Population Sciences (IIPS),,Ministry of Health and Family Welfare,Department of Health and Family Welfare,International Institute for Population Sciences (IIPS),1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,5054,5529,25,TRUE,0,,1,0,0
Month-wise All India Crowdsourced Mobile Data Speed Measurement,,"information technology, telecommunications infrastructure, digital governance",2018-04-23,2025-01-25,2018-04-20,Dataset,7345405,text/csv,,data.gov.in/resource/month-wise-all-india-crowdsourced-mobile-data-speed-measurement,data.gov.in/resource/month-wise-all-india-crowdsourced-mobile-data-speed-measurement,,,,Central,NDSAP,,Monthly,Monthly,Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom,,Information and Communications;Telecom,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Sub_Division_IMD_2017.csv,data.gov.in/resource/month-wise-all-india-crowdsourced-mobile-data-speed-measurement,,MySpeed (Crowdsourced Mobile Data Speeds),,,,,,,,,,,,,,Telecom Regulatory Authority of India (TRAI),,Ministry of Communications,Department of Telecommunications (DOT),Telecom Regulatory Authority of India (TRAI),5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/ade6e644-91b8-4d27-97ba-e8c42c48f278?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,7000,4911,1,TRUE,1,6622353,1,1,0
Sub Divisional Monthly Rainfall from 1901 to 2017,,"environment, science and technology, geography",2018-12-18,2021-12-12,2018-12-04,Dataset,445369,text/csv,,data.gov.in/resource/sub-divisional-monthly-rainfall-1901-2017,data.gov.in/resource/sub-divisional-monthly-rainfall-1901-2017,,,,Central,NDSAP,,Annual,Annual,Earth Sciences;Earth Sciences,,Science and Technology;Atmospheric Science;Earth Sciences,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/my_calls_1.csv,data.gov.in/resource/sub-divisional-monthly-rainfall-1901-2017,,Rainfall in India,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,13151,4900,1,TRUE,1,,1,1,0
Voice Call Quality Customer Experience till last month,,,2017-12-01,2025-03-25,2017-11-30,Dataset,1233,text/csv,,data.gov.in/resource/voice-call-quality-customer-experience-till-last-month,data.gov.in/resource/voice-call-quality-customer-experience-till-last-month,,,,Central,NDSAP,,Monthly,Others,Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom;Information and Communications;Telecom,,Information and Communications;Telecom,,data.gov.in/resource/voice-call-quality-customer-experience-till-last-month,,Voice Call Quality Customer Experience,,,,,,,,,,,,,,Telecom Regulatory Authority of India (TRAI),,Ministry of Communications,Department of Telecommunications (DOT),Telecom Regulatory Authority of India (TRAI),5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/98e76922-ab13-474e-9bce-78942583cd0e?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,4835,4422,3,TRUE,1,4206541,1,0,0
Wholesale Price Index (Base Year 2011-12) till last financial year,,,2017-11-20,2025-06-27,2017-09-14,Dataset,120266,text/csv,,data.gov.in/resource/wholesale-price-index-base-year-2011-12-till-last-financial-year,data.gov.in/resource/wholesale-price-index-base-year-2011-12-till-last-financial-year,,,,Central,NDSAP,,Annual,Annual,,,Economy;Prices;Finance;Economy,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl10012018/Train_details_22122017.csv,data.gov.in/resource/wholesale-price-index-base-year-2011-12-till-last-financial-year,,Wholesale Price Index,,,,,,,,,,,,,,Office of the Economic Adviser,,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,Office of the Economic Adviser,1,https://www.data.gov.in/Godl,en,,,http://data.gov.in/sites/default/files/dataurl30082017/wpi_yearly_data.csv,,,,,,,,,,,,,2266,4247,14,TRUE,1,,0,0,1
Indian Railways Time Table for trains available for reservation as on 01.11.2017,,,2018-01-24,2025-06-02,2018-04-24,Dataset,16704995,text/csv,,data.gov.in/resource/indian-railways-time-table-trains-available-reservation-01112017,data.gov.in/resource/indian-railways-time-table-trains-available-reservation-01112017,,,,Central,NDSAP,,Irregular,Others,Transport;Railways,,Transport;Railways,https://data.gov.in/files/ogdpv2dms/s3fs-public/soil_moisture-jan22_0.csv,data.gov.in/resource/indian-railways-time-table-trains-available-reservation-01112017,,Indian Railways Train Time Table,,,,,,,,,,,,,,Ministry of Railways,,Ministry of Railways,,,1,https://www.data.gov.in/Godl,en,,,https://data.gov.in/sites/default/files/dataurl10012018/Train_details_22122017.csv,,,,,,,,,,,,,5092,4131,,TRUE,1,,1,1,0
Daily data of Soil Moisture,,,2022-08-24,2025-06-15,2022-05-17,Dataset,1431363,text/csv,,data.gov.in/resource/daily-data-soil-moisture,data.gov.in/resource/daily-data-soil-moisture,,,,Central,NDSAP,,Monthly,Monthly,,,Water Resources,https://data.gov.in/files/ogdpv2dms/s3fs-public/TEMP_ANNUAL_SEASONAL_MEAN.csv,data.gov.in/resource/daily-data-soil-moisture,,Soil Moisture,,,,,,,,,,,,,,National Water Informatics Centre,,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/4554a3c8-74e3-4f93-8727-8fd92161e345?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,4865,3903,1,TRUE,1,7210812,1,,1
Seasonal and Annual Mean Temperature Series for the period 1901-2021,,,2023-01-16,2025-06-02,2022-08-01,Dataset,4359,text/csv,,data.gov.in/resource/seasonal-and-annual-mean-temperature-series-period-1901-2021,data.gov.in/resource/seasonal-and-annual-mean-temperature-series-period-1901-2021,,,,Central,NDSAP,,Annual,Annual,Earth Sciences,,Science and Technology;Earth Sciences,,data.gov.in/resource/seasonal-and-annual-mean-temperature-series-period-1901-2021,,All India Seasonal and Annual Temperature Series,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1581,3667,8,TRUE,0,,0,,0
"District-wise, season-wise crop production statistics from 1997",,,2013-05-20,2024-10-16,2013-05-20,Dataset,15316741,text/csv,,data.gov.in/resource/district-wise-season-wise-crop-production-statistics-1997,data.gov.in/resource/district-wise-season-wise-crop-production-statistics-1997,,,,Central,NDSAP,,Annual,Annual,Agriculture;Agricultural Produces,,Agriculture;Agricultural Produces,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/GYTS4.xls,data.gov.in/resource/district-wise-season-wise-crop-production-statistics-1997,,"District-wise, season-wise crop production statistics",,,,,,,,,,,,,,Directorate of Economics and Statistics (DES),,Ministry of Agriculture and Farmers Welfare,Department of Agriculture and Farmers Welfare,Directorate of Economics and Statistics (DES),2,https://www.data.gov.in/Godl,en,,,https://aps.dac.gov.in/APY/apy.csv,,,,,,,,,,,,,33857,3667,251,FALSE,1,,1,1,
"Global Youth Tobacco Survey (GYTS-4), India and States, 2019",,,2022-09-01,2022-09-01,2022-08-02,Dataset,93184,application/vnd.ms-excel,,data.gov.in/resource/global-youth-tobacco-survey-gyts-4-india-and-states-2019,data.gov.in/resource/global-youth-tobacco-survey-gyts-4-india-and-states-2019,,,,Central,NDSAP,,Irregular,Others,Health and Family welfare;Family Welfare,,Health;Health and Family welfare,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl22092022/rural.csv,data.gov.in/resource/global-youth-tobacco-survey-gyts-4-india-and-states-2019,,Global Youth Tobacco Survey (GYTS-4),,,,,,,,,,,,,,International Institute for Population Sciences (IIPS),,Ministry of Health and Family Welfare,Department of Health and Family Welfare,International Institute for Population Sciences (IIPS),1,https://www.data.gov.in/Godl,en,,,https://www.iipsindia.ac.in/sites/default/files/other_files/GYTS4_India_Fact_Sheet.pdf,,,,,,,,,,,,,1162,3002,10,TRUE,0,,0,,0
